#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-30T19:26:32 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-30T19:26:32	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-out.src=VII/257/2mig&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VII/257/2mig&-out=2MIG&-out=2M&-out=RAJ2000&-out=DEJ2000&-out=Name&-out=r&-out=Ksmag&-out=2s&-out=HRV&-out=T&-out=N&-out=Comm&-out=NED&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7257
#Name: VII/257
#Title: 2MASS-selected Isolated Galaxies (2MIG) (Karachentseva+, 2010)
#INFO	ivoid=ivo://cds.vizier/vii/257	    IVOID of underlying data collection
#INFO	creator=Karachentseva V.E.	    First author or institution
#INFO	cites=bibcode:2010AstBu..65....1K	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/257	    Dataset landing page
#INFO	publication_date=2018-01-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_257_2mig:
#Name: VII/257/2mig
#Title: 2MASS-selected Isolated Galaxies Catalog (2MIG)
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	2MIG	(I4)	Galaxy number	[ucd=meta.id;meta.main]
#Column	2M	(A2)	Display the 2MASSX data (Cat. VII/233)	[ucd=meta.ref.url]
#Column	RAJ2000	(A11)	Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	Name	(a16)	Galaxy name in the known catalogs	[ucd=meta.id]
#Column	r	(F5.1)	K-band fiducial elliptical Kron radius	[ucd=phys.angSize;em.IR.K]
#Column	Ksmag	(F5.2)	Ks-band fiducial elliptical Kron magnitude	[ucd=phot.mag;em.IR.K]
#Column	2s	(I3)	Dimensionless "separation" between isolated galaxy and its nearest significant neighbour	[ucd=pos.angDistance]
#Column	HRV	(I5)	? Heliocentric radial velocity taken from LEDA or NED databases	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	T	(I2)	Morphological type in de Vaucouleurs' scale (T=-2 is any elliptical galaxies)	[ucd=src.morph.type]
#Column	N	(I1)	? Number of significant neighbours of the isolated galaxy detected during our additional inspection on DSS (1)	[ucd=meta.number]
#Column	Comm	(a34)	? Comments (2)	[ucd=meta.note]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	2MIG	2M	RAJ2000	DEJ2000	Name	r	Ksmag	2s	HRV	T	N	Comm	NED
256.7080417	 +2.2442222	2343	2M	17 06 49.93	+02 14 39.2	CGCG026-001     	 25.3	11.13	 78	 9188	 5	 	                                  	NED
256.7798333	 +8.9268611	2344	2M	17 07 07.16	+08 55 36.7	RFGC3239        	 21.6	11.70	 94	10624	 5	1	                                  	NED
256.7940000	-49.7449167	2345	2M	17 07 10.56	-49 44 41.7	2MFGC13688      	 20.9	11.51	113	     	 4	 	                                  	NED
256.9091667	-28.2416944	2346	2M	17 07 38.20	-28 14 30.1	2MFGC13690      	 25.0	11.31	 94	     	 5	 	                                  	NED
257.0683333	 -9.9543889	2347	2M	17 08 16.40	-09 57 15.8	2MFGC13699      	 15.7	11.72	 61	     	 5	 	                                  	NED
257.2240833	-47.4484167	2348	2M	17 08 53.78	-47 26 54.3	2MASX           	 18.9	10.98	 83	     	 1	 	                                  	NED
257.5484583	-47.0880000	2349	2M	17 10 11.63	-47 05 16.8	2MASX           	 18.3	11.25	 80	     	 4	 	                                  	NED
257.5881667	 -3.2302500	2350	2M	17 10 21.16	-03 13 48.9	PGC1074312      	 21.5	11.35	 88	 8817	 6	 	                                  	NED
257.7074167	+45.8541944	2351	2M	17 10 49.78	+45 51 15.1	UGC10746        	 27.4	11.20	 97	 8267	 5	 	IRAS                              	NED
257.7322917	 -4.9089722	2352	2M	17 10 55.75	-04 54 32.3	PGC161083       	 19.4	11.87	 61	     	 4	 	                                  	NED
257.9274583	 -1.0811944	2353	2M	17 11 42.59	-01 04 52.3	PGC1127251      	 17.1	11.80	 64	13230	 0	 	                                  	NED
257.9643750	+18.8414722	2354	2M	17 11 51.45	+18 50 29.3	CGCG111-010     	 15.2	11.31	 67	 9204	-2	 	KIG792                            	NED
258.1561250	+80.1816389	2355	2M	17 12 37.47	+80 10 53.9	CGCG355-029     	 17.4	11.91	 81	 3816	 8	 	                                  	NED
258.4746667	-60.8104167	2356	2M	17 13 53.92	-60 48 37.5	ESO138-018      	 28.8	10.86	 89	 4918	 3	 	IRAS                              	NED
258.5377917	+58.8185278	2357	2M	17 14 09.07	+58 49 06.7	UGC10774        	 17.3	11.59	 99	 8873	 3	 	Ring,KIG795                       	NED
258.5942500	-65.9365278	2358	2M	17 14 22.62	-65 56 11.5	ESO101-022      	 16.6	11.72	 81	 6847	 4	2	                                  	NED
258.6009167	+20.3138333	2359	2M	17 14 24.22	+20 18 49.8	NGC6321         	 31.7	10.96	 75	 6226	 4	2	Bar,IRAS                          	NED
258.8671667	+42.0688333	2360	2M	17 15 28.12	+42 04 07.8	CGCG225-086     	 20.0	10.49	 61	 8358	-2	 	                                  	NED
259.0382500	-55.5574444	2361	2M	17 16 09.18	-55 33 26.8	PGC3079246      	 15.6	11.87	 86	     	 2	 	                                  	NED
259.0742083	+47.3037500	2362	2M	17 16 17.81	+47 18 13.5	CGCG252-034     	 15.5	11.32	 68	 8519	 1	2	                                  	NED
259.2477917	-62.8205278	2363	2M	17 16 59.47	-62 49 13.9	NGC6300         	116.8	 7.01	 80	 1109	 3	 	Bar,VV734,IRAS                    	NED
259.6497083	-48.2270833	2364	2M	17 18 35.93	-48 13 37.5	2MASX           	 20.2	11.12	 78	     	 3	 	                                  	NED
259.6660417	-24.9087222	2365	2M	17 18 39.85	-24 54 31.4	2MASX           	 17.5	11.56	 75	     	 1	 	                                  	NED
259.7383333	 -2.3910278	2366	2M	17 18 57.20	-02 23 27.7	PGC1093424      	 17.1	11.37	 83	 9181	 1	 	                                  	NED
259.8081667	-18.1917778	2367	2M	17 19 13.96	-18 11 30.4	PGC3097101      	 18.3	10.33	 65	 8559	-2	 	                                  	NED
259.8795417	+47.7024722	2368	2M	17 19 31.09	+47 42 08.9	CGCG252-043     	 18.3	11.88	 63	 5047	 4	 	KIG801                            	NED
259.9777500	+16.6606667	2369	2M	17 19 54.66	+16 39 38.4	NGC6347         	 28.6	10.66	 77	 6144	 4	 	Bar,KIG800,IRAS                   	NED
260.2582917	 -9.9701944	2370	2M	17 21 01.99	-09 58 12.7	PGC984061       	 18.0	11.88	 88	 7374	 7	 	                                  	NED
260.3595833	-21.7852778	2371	2M	17 21 26.30	-21 47 07.0	2MFGC13822      	 24.9	11.87	 75	 8687	 7	 	                                  	NED
260.3966667	-12.3017500	2372	2M	17 21 35.20	-12 18 06.3	PGC161118       	 20.1	11.44	 81	12097	 5	 	                                  	NED
260.6429167	 +0.9579722	2373	2M	17 22 34.30	+00 57 28.7	UGC10825        	 30.3	10.66	113	 8796	 4	1	IRAS                              	NED
260.6666250	+41.1016667	2374	2M	17 22 39.99	+41 06 06.0	NGC6363         	 22.1	10.40	 98	 8848	-2	 	                                  	NED
260.7446250	-45.3829444	2375	2M	17 22 58.71	-45 22 58.6	2MASX           	 24.7	 9.99	 95	 6572	 3	 	                                  	NED
260.9471667	+26.4865000	2376	2M	17 23 47.32	+26 29 11.4	IC1256          	 24.8	10.91	 76	 4734	 5	 	KIG805,IRAS                       	NED
260.9994167	+21.1370833	2377	2M	17 23 59.86	+21 08 13.5	CGCG140-018     	 24.5	10.77	107	 6514	 3	 	KIG806, IRAS                      	NED
261.0255417	 +6.1048056	2378	2M	17 24 06.13	+06 06 17.3	PGC1294635      	 19.9	11.09	 61	     	 3	 	                                  	NED
261.1006667	+44.9403611	2379	2M	17 24 24.16	+44 56 25.3	UGC10845        	 23.6	10.51	 70	 8265	 6	4	IRAS                              	NED
261.1138333	+29.3900833	2380	2M	17 24 27.32	+29 23 24.3	NGC6364         	 26.5	 9.88	 73	 6858	-2	 	                                  	NED
261.3547500	+10.2785000	2381	2M	17 25 25.14	+10 16 42.6	UGC10844        	 16.9	11.02	 92	 6810	 2	 	                                  	NED
261.3772083	-45.1744167	2382	2M	17 25 30.53	-45 10 27.9	2MASX           	 17.3	10.57	 72	     	-2	 	                                  	NED
261.5409167	-54.9508611	2383	2M	17 26 09.82	-54 57 03.1	PGC96598        	 21.0	11.55	 86	 4013	 4	 	IRAS                              	NED
261.5570000	+62.1495556	2384	2M	17 26 13.68	+62 08 58.4	UGC10863        	 27.4	11.10	 71	 8353	 5	 	IRAS                              	NED
261.5891667	-14.4482500	2385	2M	17 26 21.40	-14 26 53.7	PGC924492       	 15.4	11.76	 76	 8346	 7	 	                                  	NED
261.7788750	-60.8791111	2386	2M	17 27 06.93	-60 52 44.8	IC4653          	 32.0	10.26	 70	 1896	 2	 	Bar,ring,IRAS                     	NED
261.9192917	 -6.6839444	2387	2M	17 27 40.63	-06 41 02.2	2MFGC13871      	 33.5	10.97	 86	10816	 4	 	                                  	NED
261.9280000	-11.5792222	2388	2M	17 27 42.72	-11 34 45.2	PGC165734       	 18.2	10.88	 67	 7542	 3	 	IRAS                              	NED
262.1388333	+21.4779444	2389	2M	17 28 33.32	+21 28 40.6	PGC1650824      	 15.3	11.69	 70	     	 1	3	                                  	NED
262.2277083	+25.8172222	2390	2M	17 28 54.65	+25 49 02.0	CGCG140-034     	 16.4	11.67	 82	     	 4	 	Bar                               	NED
262.2507500	 +8.8332222	2391	2M	17 29 00.18	+08 49 59.6	CGCG054-031     	 19.5	11.94	 70	 8762	 5	 	                                  	NED
262.4398333	 +5.4894722	2392	2M	17 29 45.56	+05 29 22.1	PGC1284237      	 16.2	11.65	 83	     	 4	 	                                  	NED
262.5347917	+35.3664167	2393	2M	17 30 08.35	+35 21 59.1	UGC10885        	 29.1	10.81	 78	 8042	 3	 	IRAS                              	NED
262.6865833	+56.3518056	2394	2M	17 30 44.78	+56 21 06.5	CGCG278-007     	 19.8	11.01	 74	 9110	 2	 	Vc                                	NED
262.9808750	+28.4023889	2395	2M	17 31 55.41	+28 24 08.6	CGCG170-036     	 18.9	11.61	 66	     	 3	1	                                  	NED
262.9952500	+46.1581944	2396	2M	17 31 58.86	+46 09 29.5	PGC3087600      	 16.5	11.73	 77	     	 3	 	                                  	NED
263.0135000	-17.0726667	2397	2M	17 32 03.24	-17 04 21.6	PGC200419       	 21.4	11.23	 89	     	 4	 	                                  	NED
263.1328333	+69.3337500	2398	2M	17 32 31.88	+69 20 01.5	UGC10911        	 24.2	11.53	 83	     	 6	2	                                  	NED
263.1657500	+16.4017222	2399	2M	17 32 39.78	+16 24 06.2	NGC6389         	 45.6	 9.43	 84	 3119	 4	 	KIG812,IRAS                       	NED
263.1696250	+19.5242778	2400	2M	17 32 40.71	+19 31 27.4	PGC1595560      	 15.9	11.93	 80	     	 4	 	                                  	NED
263.3076667	+26.7939444	2401	2M	17 33 13.84	+26 47 38.2	CGCG140-043     	 23.6	11.22	100	     	 5	 	                                  	NED
263.4082917	+72.9701667	2402	2M	17 33 37.99	+72 58 12.6	CGCG339-052     	 15.2	11.40	105	12285	 3	 	                                  	NED
263.4522083	+67.5438333	2403	2M	17 33 48.53	+67 32 37.8	PGC2701746      	 15.1	11.77	 61	     	 2	 	                                  	NED
263.8758750	-47.2449722	2404	2M	17 35 30.21	-47 14 41.9	2MASX           	 15.2	11.44	101	     	-2	 	                                  	NED
263.8862083	 -5.0831667	2405	2M	17 35 32.69	-05 04 59.4	PGC200506       	 35.8	 9.28	 75	     	 1	 	                                  	NED
263.8867083	+60.8133611	2406	2M	17 35 32.81	+60 48 48.1	NGC6411         	 37.3	 9.23	 83	 3676	-2	 	                                  	NED
263.9174583	-17.1526389	2407	2M	17 35 40.19	-17 09 09.5	PGC200502       	 15.2	10.93	 66	     	-2	 	                                  	NED
263.9909583	-17.8348333	2408	2M	17 35 57.83	-17 50 05.4	PGC200510       	 24.1	10.67	 83	     	 2	 	                                  	NED
264.4767083	 +5.0587500	2409	2M	17 37 54.41	+05 03 31.5	PGC1277535      	 15.1	11.90	100	     	 3	 	                                  	NED
264.4769583	 +4.4823611	2410	2M	17 37 54.47	+04 28 56.5	PGC1268828      	 20.8	11.08	 61	     	 4	 	                                  	NED
264.5628750	+28.4553333	2411	2M	17 38 15.09	+28 27 19.2	CGCG170-038     	 15.8	11.40	104	 7897	 3	1	                                  	NED
264.6135000	+24.9534167	2412	2M	17 38 27.24	+24 57 12.3	UGC10926        	 22.4	11.07	108	 6201	 2	 	IRAS                              	NED
264.6971667	+18.8778611	2413	2M	17 38 47.32	+18 52 40.3	NGC6408         	 36.4	10.18	106	 3938	 3	 	Bar,IRAS                          	NED
264.9289167	 -1.6396667	2414	2M	17 39 42.94	-01 38 22.8	PGC161192       	 16.3	10.79	 75	 8680	 1	 	                                  	NED
265.1491667	-40.7137222	2415	2M	17 40 35.80	-40 42 49.4	2MASX           	 25.4	10.08	 88	     	-2	 	                                  	NED
265.2013750	-17.8485278	2416	2M	17 40 48.33	-17 50 54.7	2MASX           	 32.5	 8.19	104	     	 0	 	                                  	NED
265.3021250	+45.1520000	2417	2M	17 41 12.51	+45 09 07.2	UGC10946        	 27.4	11.11	 98	 7720	 4	 	Bar,IRAS                          	NED
265.3584167	-49.6067222	2418	2M	17 41 26.02	-49 36 24.2	2MASX           	 17.5	11.73	 72	10261	 7	 	                                  	NED
265.3693750	+68.9583611	2419	2M	17 41 28.65	+68 57 30.1	MCG+12-17-005   	 20.1	11.25	 66	     	 4	1	                                  	NED
265.4114583	 -4.6239167	2420	2M	17 41 38.75	-04 37 26.1	2MFGC13984      	 38.1	11.12	 67	     	 8	 	                                  	NED
265.4492083	+23.6722500	2421	2M	17 41 47.81	+23 40 20.1	NGC6417         	 35.4	10.25	 73	 3315	 2	 	Bar,ring,IRAS                     	NED
265.6332083	 +0.2167500	2422	2M	17 42 31.97	+00 13 00.3	UGC10948        	 47.6	 9.61	144	 6986	 4	1	IRAS                              	NED
265.6332083	 +6.0030556	2423	2M	17 42 31.97	+06 00 11.0	PGC1292853      	 15.0	11.84	 62	     	 8	 	                                  	NED
265.8708333	+49.0979444	2424	2M	17 43 29.00	+49 05 52.6	CGCG253-030     	 15.3	11.43	 83	 5730	 1	 	                                  	NED
265.8766667	-69.7851667	2425	2M	17 43 30.40	-69 47 06.6	NGC6392         	 35.6	 9.43	 67	 3720	 1	1	Bar,IRAS                          	NED
266.3094167	+18.1388611	2426	2M	17 45 14.26	+18 08 19.9	UGC10966        	 28.0	10.33	113	 3061	 2	 	IRAS                              	NED
266.3968750	-40.1608611	2427	2M	17 45 35.25	-40 09 39.1	PGC2801206      	 24.5	11.28	 79	     	 5	 	                                  	NED
266.4483333	+60.8974167	2428	2M	17 45 47.60	+60 53 50.7	NGC6464         	 15.7	11.65	102	 9937	 6	 	IRAS                              	NED
266.5911250	+26.5436944	2429	2M	17 46 21.87	+26 32 37.3	UGC10972        	 41.2	10.63	 82	 4652	 6	 	KIG828                            	NED
266.6410417	+29.0284167	2430	2M	17 46 33.85	+29 01 42.3	CGCG171-004     	 16.0	11.46	 61	     	 1	 	                                  	NED
266.6712917	+41.6725556	2431	2M	17 46 41.11	+41 40 21.2	CGCG226-045     	 17.5	11.68	 69	     	 6	 	                                  	NED
266.9141250	 +9.5471667	2432	2M	17 47 39.39	+09 32 49.8	UGC10981        	 24.4	11.20	 74	10903	 4	 	KIG830                            	NED
266.9562917	 +5.8069167	2433	2M	17 47 49.51	+05 48 24.9	RFGC3309        	 36.9	10.51	143	 6447	 5	 	                                  	NED
267.1190417	+12.5278889	2434	2M	17 48 28.57	+12 31 40.4	CGCG083-024     	 15.2	11.76	 72	 6429	 3	 	KIG831                            	NED
267.2440417	-63.2545000	2435	2M	17 48 58.57	-63 15 16.2	IC4664          	 31.5	 9.92	 74	 5025	 3	 	Bar,ring,IRAS                     	NED
267.3175833	-79.0343056	2436	2M	17 49 16.22	-79 02 03.5	ESO024-009      	 23.1	11.43	116	 5313	 5	1	Bar,pec,IRAS                      	NED
267.3604583	+70.1443333	2437	2M	17 49 26.51	+70 08 39.6	NGC6503         	117.7	 7.38	194	   60	 6	 	LINER,KIG837,IRAS                 	NED
267.5178750	 +7.2851111	2438	2M	17 50 04.29	+07 17 06.4	CGCG055-019     	 20.4	10.36	 61	     	 0	1	                                  	NED
267.5837083	-52.5863611	2439	2M	17 50 20.09	-52 35 10.9	ESO181-005      	 25.9	11.95	 70	 3702	 6	 	                                  	NED
267.6450417	+57.2890278	2440	2M	17 50 34.81	+57 17 20.5	CGCG300-082     	 17.4	11.33	 68	     	 2	 	                                  	NED
267.6673750	+17.5378611	2441	2M	17 50 40.17	+17 32 16.3	NGC6467         	 24.9	10.87	 84	 3036	 2	 	                                  	NED
267.6827917	-70.1075556	2442	2M	17 50 43.87	-70 06 27.2	2MFGC14074      	 16.6	11.64	 71	 4881	 1	 	IRAS                              	NED
268.0252083	+52.4465833	2443	2M	17 52 06.05	+52 26 47.7	CGCG278-038     	 21.6	10.98	 71	     	 0	1	                                  	NED
268.0395000	-40.9806111	2444	2M	17 52 09.48	-40 58 50.2	2MASX           	 15.6	11.51	 96	     	-2	 	                                  	NED
268.0793750	-15.2960833	2445	2M	17 52 19.05	-15 17 45.9	2MASX           	 19.9	11.02	145	     	 0	1	                                  	NED
268.3264583	 -3.3350000	2446	2M	17 53 18.35	-03 20 06.0	PGC201132       	 15.6	11.88	 81	 7781	 3	 	                                  	NED
268.4512917	 -1.5440833	2447	2M	17 53 48.31	-01 32 38.7	PGC166877       	 20.5	10.72	 62	 3108	 1	 	                                  	NED
268.5998750	 +7.3862222	2448	2M	17 54 23.97	+07 23 10.4	PGC166881       	 21.6	11.32	119	 6352	 4	 	IRAS                              	NED
268.8498333	-39.2115278	2449	2M	17 55 23.96	-39 12 41.5	PGC3099084      	 26.2	10.52	113	     	 2	 	                                  	NED
269.0901250	 +5.7238333	2450	2M	17 56 21.63	+05 43 25.8	CGCG056-002     	 20.4	10.76	 82	     	 0	 	                                  	NED
269.0923333	 -8.3917778	2451	2M	17 56 22.16	-08 23 30.4	PGC201323       	 16.2	11.78	 65	     	 5	 	                                  	NED
269.8112083	+45.8870556	2452	2M	17 59 14.69	+45 53 13.4	NGC6524         	 29.5	 9.81	 85	 5396	-2	 	KIG841,IRAS                       	NED
270.0032917	 +3.5148333	2453	2M	18 00 00.79	+03 30 53.4	PGC166885       	 15.5	11.94	 95	 6810	 6	 	Pec                               	NED
270.1118750	-39.4228333	2454	2M	18 00 26.85	-39 25 22.2	PGC2801964      	 23.4	10.48	137	     	 0	 	                                  	NED
270.4652500	 +6.9682500	2455	2M	18 01 51.66	+06 58 05.7	UGC11093        	 88.8	 9.38	 77	 1963	 6	 	IRAS,VC                           	NED
270.5394583	+12.8672500	2456	2M	18 02 09.47	+12 52 02.1	CGCG084-012     	 20.1	11.16	 82	14559	 3	 	IRAS                              	NED
270.6814167	-68.5117778	2457	2M	18 02 43.54	-68 30 42.4	PGC165749       	 18.1	10.55	 90	 3363	 0	 	IRAS                              	NED
270.7012917	-66.4306389	2458	2M	18 02 48.31	-66 25 50.3	NGC6492         	 53.8	 8.98	 99	 4333	 4	 	IRAS                              	NED
270.7115833	+14.1020556	2459	2M	18 02 50.78	+14 06 07.4	2MFGC14179      	 18.1	11.49	 64	     	 4	 	                                  	NED
270.7602083	-58.1056667	2460	2M	18 03 02.45	-58 06 20.4	ESO139-052      	 16.6	11.77	 61	 6544	 5	 	                                  	NED
270.9214167	+54.7172500	2461	2M	18 03 41.14	+54 43 02.1	CGCG278-044     	 21.2	11.22	 62	     	 1	 	                                  	NED
271.7927917	 -2.8310278	2462	2M	18 07 10.27	-02 49 51.7	PGC2801967      	 36.5	10.27	106	 1764	 7	 	                                  	NED
272.1167917	-43.6905833	2463	2M	18 08 28.03	-43 41 26.1	2MASX           	 18.6	11.42	102	     	 2	 	                                  	NED
272.1542083	 +6.2006944	2464	2M	18 08 37.01	+06 12 02.5	PGC201941       	 15.4	11.50	 66	     	 0	 	                                  	NED
272.2238333	-37.0984167	2465	2M	18 08 53.72	-37 05 54.3	ESO394-030      	 41.6	 9.29	 76	     	 0	 	                                  	NED
272.2951250	+30.3268611	2466	2M	18 09 10.83	+30 19 36.7	UGC11129        	 20.3	10.74	 61	 7151	 1	1	                                  	NED
272.3589583	+38.7943611	2467	2M	18 09 26.15	+38 47 39.7	UGC11132        	 33.1	10.79	 82	 2836	 3	 	KIG847,IRAS                       	NED
272.5413750	 -0.1721111	2468	2M	18 10 09.93	-00 10 19.6	PGC166890       	 37.0	10.46	 79	 6765	 2	 	                                  	NED
272.6256667	+64.0390000	2469	2M	18 10 30.16	+64 02 20.4	CGCG322-033     	 15.1	11.91	 71	 6090	 7	 	KIG848                            	NED
272.6855833	-70.0009444	2470	2M	18 10 44.54	-70 00 03.4	PGC275949       	 15.6	11.98	 66	12205	 4	 	                                  	NED
272.9503750	-67.6393056	2471	2M	18 11 48.09	-67 38 21.5	ESO071-004      	 22.2	11.98	 88	 3344	 6	 	                                  	NED
273.3734583	-64.4767222	2472	2M	18 13 29.63	-64 28 36.2	IC4680          	 41.0	 9.86	 64	 4493	 2	2	                                  	NED
273.4564167	-34.2423889	2473	2M	18 13 49.54	-34 14 32.6	PGC3442617      	 23.7	10.95	 65	     	-2	1	                                  	NED
273.5120417	+49.0442222	2474	2M	18 14 02.89	+49 02 39.2	UGC11173        	 30.0	10.98	 70	 6907	 4	 	                                  	NED
273.5146250	+22.2837500	2475	2M	18 14 03.51	+22 17 01.5	NGC6593         	 22.4	10.23	 76	 4883	-2	 	                                  	NED
273.7081250	-58.6937500	2476	2M	18 14 49.95	-58 41 37.5	IC4692          	 35.8	10.90	 86	 4827	 5	1	Bar,ring,IRAS                     	NED
273.8736250	-33.7848611	2477	2M	18 15 29.67	-33 47 05.5	PGC205797       	 21.4	10.55	 86	     	 0	 	                                  	NED
274.0110000	 +6.7468056	2478	2M	18 16 02.64	+06 44 48.5	UGC11177        	 31.0	10.45	 66	 6155	 3	 	Bar,IRAS                          	NED
274.0594583	+55.5910278	2479	2M	18 16 14.27	+55 35 27.7	IC1286          	 26.2	11.17	 83	 5542	 5	 	IRAS                              	NED
274.1376250	-52.9135278	2480	2M	18 16 33.03	-52 54 48.7	ESO182-006      	 25.1	10.83	 73	 6781	 2	 	IRAS                              	NED
274.1947083	-35.3498889	2481	2M	18 16 46.73	-35 20 59.6	PGC205839       	 22.8	11.34	 71	     	 4	 	                                  	NED
274.2060000	-57.2266944	2482	2M	18 16 49.44	-57 13 36.1	ESO182-007      	 47.7	 9.73	 85	 4983	 1	1	Vc                                	NED
274.3736250	+18.9036389	2483	2M	18 17 29.67	+18 54 13.1	UGC11188        	 23.5	11.63	 72	 5215	 7	 	                                  	NED
274.4985000	-83.3615000	2484	2M	18 17 59.64	-83 21 41.4	PGC61701        	 24.9	10.23	 71	 5091	 0	 	                                  	NED
274.5407500	+54.5156667	2485	2M	18 18 09.78	+54 30 56.4	UGC11201        	 32.9	10.37	116	     	 2	 	                                  	NED
274.6213333	+36.3203333	2486	2M	18 18 29.12	+36 19 13.2	UGC11199        	 15.9	10.96	 67	 6416	 2	 	                                  	NED
274.6321250	 -0.5708889	2487	2M	18 18 31.71	-00 34 15.2	2MASX           	 24.7	11.00	 65	     	 3	 	                                  	NED
274.6632500	+50.2775833	2488	2M	18 18 39.18	+50 16 39.3	UGC11202        	 24.9	10.38	 89	 7866	 0	 	                                  	NED
274.7466667	+16.2495278	2489	2M	18 18 59.20	+16 14 58.3	UGC11198        	 29.1	10.61	 89	 4527	 3	 	                                  	NED
274.9338333	+48.5612222	2490	2M	18 19 44.12	+48 33 40.4	UGC11206        	 15.3	11.41	 70	 4942	 2	 	IRAS                              	NED
274.9431667	+74.5683889	2491	2M	18 19 46.36	+74 34 06.2	NGC6643         	 78.3	 8.29	 68	 1483	 5	1	KIG850,IRAS                       	NED
275.1825417	+30.7894722	2492	2M	18 20 43.81	+30 47 22.1	CGCG172-026     	 19.3	11.86	 80	 4626	 5	 	                                  	NED
275.3655000	-54.9603056	2493	2M	18 21 27.72	-54 57 37.1	PGC414149       	 17.3	11.34	 69	     	 3	 	                                  	NED
275.5643333	+48.1108889	2494	2M	18 22 15.44	+48 06 39.2	UGC11217        	 18.8	10.82	 69	12454	-2	1	IRAS                              	NED
275.5649167	 -7.0847500	2495	2M	18 22 15.58	-07 05 05.1	PGC2802112      	 16.0	10.83	232	     	 1	 	                                  	NED
275.5797083	 -4.8261944	2496	2M	18 22 19.13	-04 49 34.3	2MASX           	 15.6	11.50	110	     	 5	 	                                  	NED
275.6267083	-48.5616944	2497	2M	18 22 30.41	-48 33 42.1	2MFGC14370      	 18.4	11.92	 68	14552	 4	 	                                  	NED
275.6834167	+47.6188889	2498	2M	18 22 44.02	+47 37 08.0	CGCG254-037     	 16.6	11.51	 66	12931	 1	 	Bar,ring                          	NED
275.6966250	-39.8472500	2499	2M	18 22 47.19	-39 50 50.1	ESO335-010      	 32.3	10.77	 88	 7066	 5	 	IRAS                              	NED
275.7219167	+12.4293611	2500	2M	18 22 53.26	+12 25 45.7	UGC11214        	 20.8	11.41	 82	 2647	 6	 	IRAS                              	NED
275.7658750	-59.2389722	2501	2M	18 23 03.81	-59 14 20.3	IC4702          	 49.7	 9.54	 81	 4556	 1	 	Bar                               	NED
276.0313333	+73.1832500	2502	2M	18 24 07.52	+73 10 59.7	NGC6654         	 75.6	 8.72	 65	 1832	 1	 	Bar,ring,KIG851,VIIZw793,IRAS     	NED
276.0350417	-78.6922500	2503	2M	18 24 08.41	-78 41 32.1	ESO024-016      	 19.3	11.41	 73	 9002	 6	 	                                  	NED
276.1252500	-51.6903611	2504	2M	18 24 30.06	-51 41 25.3	PGC2817106      	 19.7	11.00	 82	10094	 5	 	IRAS                              	NED
276.2478333	-60.0610278	2505	2M	18 24 59.48	-60 03 39.7	ESO140-021      	 19.2	11.45	 62	 4689	 4	 	IRAS                              	NED
276.3581667	-30.5124444	2506	2M	18 25 25.96	-30 30 44.8	PGC206224       	 20.7	10.71	105	     	-2	 	                                  	NED
276.5414167	+23.3161667	2507	2M	18 26 09.94	+23 18 58.2	CGCG142-045     	 24.7	10.37	 64	 4401	 3	2	IRAS                              	NED
276.5927500	-41.2647500	2508	2M	18 26 22.26	-41 15 53.1	2MASX           	 19.2	11.60	 97	 6672	 3	 	                                  	NED
276.7879167	-35.0529167	2509	2M	18 27 09.10	-35 03 10.5	PGC206329       	 16.0	11.75	 73	14014	 8	 	                                  	NED
