#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-07T09:37:44 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-07T09:37:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/649/A18/tableh1&-order=I&-out=Galaxy&-out=logMdust&-out=e_logMdust&-out=logUav&-out=e_logUav&-out=logqAF&-out=e_logqAF&-out=logMgas&-out=e_logMgas&-out=logfmol&-out=e_logfmol&-out=logMstar&-out=e_logMstar&-out=logsSFR&-out=e_logsSFR&-out=logOovHp12&-out=e_logOovHp12&-out=SimbadName&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36490018
#Name: J/A+A/649/A18
#Title: Nearby galaxy perspective on dust evolution (Galliano+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	creator=Galliano F.	    First author or institution
#INFO	cites=bibcode:2021A&A...649A..18G	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/649/A18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36490018	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-01-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_649_A18_tableh1:
#Name: J/A+A/649/A18/tableh1
#Title: SED fitting results
#Column	Galaxy	(a15)	Galaxy name according to the DustPedia catalog (1)	[ucd=meta.id;meta.main]
#Column	logMdust	(E11.4)	Decimal logarithm of the dust mass	[ucd=phys.mass]
#Column	e_logMdust	(E11.4)	Uncertainty on logMdust	[ucd=stat.error]
#Column	logUav	(E11.4)	Decimal logarithm of the average starlight intensity, U, in 2.2E-5W/m2	[ucd=phot.mag;em.opt.U]
#Column	e_logUav	(E11.4)	Uncertainty on logUav	[ucd=stat.error]
#Column	logqAF	(E11.4)	Decimal logarithm of the mass fraction of small a-C(:H) grains	[ucd=phys.mass]
#Column	e_logqAF	(E11.4)	Uncertainty on logqAF	[ucd=stat.error]
#Column	logMgas	(E11.4)	? Decimal logarithm of the gas mass	[ucd=phys.mass]
#Column	e_logMgas	(E11.4)	? Uncertainty on logMgas	[ucd=stat.error]
#Column	logfmol	(E11.4)	? Decimal logarithm of the mass fraction of molecular gas	[ucd=phys.mass]
#Column	e_logfmol	(E11.4)	? Uncertainty on logfmol	[ucd=stat.error]
#Column	logMstar	(E11.4)	? Decimal logarithm of the stellar mass	[ucd=phys.mass]
#Column	e_logMstar	(E11.4)	? Uncertainty on logMstar	[ucd=stat.error]
#Column	logsSFR	(E11.4)	? Decimal logarithm of the specific star formation rate	[ucd=phys.SFR]
#Column	e_logsSFR	(E11.4)	? Uncertainty on logsSFR	[ucd=stat.error]
#Column	logOovHp12	(E11.4)	? Metallicity expressed as 12+log(O/H)	[ucd=phys.abund]
#Column	e_logOovHp12	(E11.4)	? Uncertainty on 12+log(O/H)	[ucd=stat.error]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Galaxy	logMdust	e_logMdust	logUav	e_logUav	logqAF	e_logqAF	logMgas	e_logMgas	logfmol	e_logfmol	logMstar	e_logMstar	logsSFR	e_logsSFR	logOovHp12	e_logOovHp12	SimbadName	_RA	_DE
NGC4771        	 7.0709e+00	 5.2501e-02	-4.7193e-02	 4.5171e-02	-8.2579e-01	 7.5832e-02	 9.2234e+00	 4.8605e-02	-6.9983e-01	 1.6057e-01	 9.9515e+00	 6.8306e-02	-1.0618e+01	 1.3352e-01	           	           	NGC4771                 	193.33864	+01.26917
NGC4772        	 7.3985e+00	 8.2504e-02	-3.2704e-01	 7.7326e-02	-6.7368e-01	 1.1667e-01	 9.5237e+00	 7.1801e-02	           	           	 1.0813e+01	 6.9489e-02	-1.1787e+01	 2.5607e-01	 8.5086e+00	 1.1991e-02	NGC4772                 	193.37152	+02.16837
NGC4775        	 6.4909e+00	 5.7355e-02	 5.0393e-01	 5.0371e-02	-1.0339e+00	 2.5031e-02	 9.1832e+00	 4.1487e-02	-1.2262e+00	 3.0212e-01	 9.2551e+00	 8.2282e-02	-9.5233e+00	 8.7627e-02	           	           	NGC4775                 	193.44045	-06.62215
NGC4779        	 7.4281e+00	 4.9860e-02	 3.5796e-01	 4.4445e-02	-1.0227e+00	 2.7640e-02	 9.5996e+00	 1.6898e-01	           	           	 1.0167e+01	 6.6718e-02	-9.9002e+00	 8.5467e-02	 8.5126e+00	 5.0936e-02	NGC4779                 	193.46193	+09.70992
NGC4789A       	 5.2380e+00	 2.6225e-01	-4.9879e-01	 2.8198e-01	-9.3360e-01	 1.8730e-01	 8.5478e+00	 4.5483e-04	           	           	 7.5351e+00	 1.4348e-01	-9.5403e+00	 1.4687e-01	           	           	NGC4789A                	193.52187	+27.14963
NGC4793        	 7.4040e+00	 9.2222e-03	 8.4171e-01	 8.1248e-03	-9.8618e-01	 6.1159e-03	 9.8547e+00	 1.3709e-02	-1.0752e+00	 1.8647e-01	 1.0031e+01	 7.7686e-02	-9.3214e+00	 9.5597e-02	 8.5046e+00	 2.6186e-02	NGC4793                 	193.66922	+28.93868
NGC4791        	 6.4996e+00	 1.4928e-01	 3.0702e-01	 1.6964e-01	-9.6798e-01	 9.0271e-02	 9.0287e+00	 1.1014e-01	           	           	 9.7859e+00	 7.2455e-02	-1.0521e+01	 1.0666e-01	           	           	NGC4791                 	193.68311	+08.05309
UGC08032       	 6.1858e+00	 1.3509e-01	-1.2637e-01	 1.5303e-01	-7.6503e-01	 7.8858e-02	 8.7065e+00	 1.5244e-01	           	           	 9.4272e+00	 5.7149e-02	-1.1220e+01	 1.2904e-01	 8.4441e+00	 5.5106e-02	UGC08032                	193.68416	+13.23714
NGC4795        	 6.7294e+00	 2.8756e-01	 2.3498e-02	 2.9608e-01	-8.9216e-01	 1.4557e-01	 1.0122e+01	 1.0117e-01	           	           	 1.1035e+01	 5.5185e-02	-1.1736e+01	 8.5039e-02	           	           	NGC4795                 	193.76190	+08.06553
UGC08042       	 6.6874e+00	 2.0690e-01	-3.3207e-02	 2.3300e-01	-1.0635e+00	 1.2293e-01	 8.9938e+00	 2.6602e-02	           	           	 9.3711e+00	 1.0240e-01	-9.9626e+00	 1.1703e-01	 8.3439e+00	 5.3990e-02	UGC08042                	193.79237	+07.91820
NGC4799        	 7.3939e+00	 5.4351e-02	 3.0700e-01	 6.2346e-02	-9.2944e-01	 4.6797e-02	 9.6584e+00	 6.8723e-02	           	           	 1.0470e+01	 6.8317e-02	-1.0383e+01	 1.0412e-01	           	           	NGC4799                 	193.81471	+02.89667
NGC4808        	 7.0497e+00	 1.9536e-02	 5.6476e-01	 2.0281e-02	-9.3467e-01	 2.8235e-02	 9.8581e+00	 8.1307e-03	-1.2209e+00	 1.4089e-01	 9.6154e+00	 8.6227e-02	-9.4388e+00	 9.1327e-02	 8.4632e+00	 3.8349e-02	NGC4808                 	193.95392	+04.30409
NGC4826        	 6.2154e+00	 3.8981e-02	 9.5540e-01	 5.4857e-02	-1.0711e+00	 3.0135e-02	 9.1704e+00	 1.1402e-01	-2.5793e-01	 1.6827e-01	 1.0233e+01	 5.6374e-02	-1.1432e+01	 3.9864e-01	           	           	NGC4826                 	194.18207	+21.68266
NGC4845        	 7.1465e+00	 2.6923e-02	 5.6838e-01	 1.9067e-02	-1.1710e+00	 5.8263e-02	 9.1750e+00	 2.2019e-01	-5.4068e-01	 3.0458e-01	 1.0527e+01	 6.9764e-02	-1.0857e+01	 1.1285e-01	           	           	NGC4845                 	194.50517	+01.57558
PGC044532      	 5.7687e+00	 1.4227e-01	 7.3639e-01	 1.3776e-01	-1.7577e+00	 1.2602e-01	 9.1327e+00	 2.1817e-02	           	           	 8.4881e+00	 1.0783e-01	-9.0489e+00	 1.1018e-01	 7.9728e+00	 3.8805e-02	PGC044532               	194.75083	+34.84417
NGC4866        	 7.3477e+00	 1.5436e-01	-5.6284e-01	 1.6631e-01	-6.2333e-01	 7.8717e-02	 1.0248e+01	 6.6507e-02	           	           	 1.1140e+01	 4.4442e-02	-1.2003e+01	 1.0334e-01	           	           	NGC4866                 	194.86308	+14.17105
NGC4904        	 6.7796e+00	 3.7113e-02	 4.8657e-01	 3.4102e-02	-1.0164e+00	 1.8060e-02	 9.2028e+00	 3.6545e-02	-8.2512e-01	 1.5813e-01	 9.5462e+00	 6.2573e-02	-9.8568e+00	 8.4910e-02	 8.4547e+00	 3.5877e-02	NGC4904                 	195.24445	-00.02745
NGC4941        	 7.3580e+00	 2.9258e-02	 1.5627e-02	 3.0332e-02	-8.2623e-01	 2.2227e-02	 9.1392e+00	 9.3441e-02	-5.2190e-01	 1.9525e-01	 1.0563e+01	 3.0720e-02	-1.0757e+01	 7.3625e-02	 8.5880e+00	 1.0516e-02	NGC4941                 	196.05461	-05.55160
UGC08181       	 5.1276e+00	 4.4030e-01	-2.0311e-01	 3.7727e-01	-1.2923e+00	 1.7253e-01	 8.5924e+00	 5.0408e-03	           	           	 8.4073e+00	 1.0269e-01	-1.0081e+01	 1.1376e-01	 8.0517e+00	 8.6485e-02	UGC08181                	196.35262	+32.90009
NGC4945        	 7.3225e+00	 6.2042e-03	 8.2267e-01	 6.7348e-03	-1.3065e+00	 8.2639e-03	 9.9717e+00	 1.1520e-01	-2.4205e-01	 1.6655e-01	 1.0113e+01	 1.2697e-01	-9.5626e+00	 2.6731e-01	 8.5384e+00	 7.0644e-03	NGC4945                 	196.36366	-49.46790
NGC4961        	 7.1234e+00	 5.0908e-02	 4.0583e-01	 5.1745e-02	-1.0066e+00	 3.9150e-02	 9.8018e+00	 8.2187e-03	           	           	 9.6068e+00	 8.5094e-02	-9.4216e+00	 9.2551e-02	 8.1977e+00	 4.9365e-02	NGC4961                 	196.44824	+27.73423
UGC08201       	 5.2244e+00	 3.3691e-01	-5.1069e-01	 3.9341e-01	-1.0951e+00	 2.1335e-01	           	           	           	           	 7.7896e+00	 2.6484e-02	-9.4161e+00	 3.4389e-02	           	           	UGC08201                	196.60354	+67.70694
NGC4981        	 7.2979e+00	 2.7257e-02	 3.6389e-01	 2.5911e-02	-8.6744e-01	 1.9225e-02	 9.8012e+00	 3.2444e-02	-8.0715e-01	 1.5015e-01	 1.0262e+01	 8.3514e-02	-1.0139e+01	 1.1734e-01	 8.5686e+00	 7.0130e-03	NGC4981                 	197.20309	-06.77748
UGC08246       	 6.5793e+00	 1.6385e-01	-2.4788e-01	 1.7143e-01	-1.1971e+00	 1.3249e-01	 9.3114e+00	 2.5943e-03	           	           	 8.9306e+00	 1.1073e-01	-9.5349e+00	 1.1536e-01	 8.1143e+00	 4.1365e-02	UGC08246                	197.51875	+34.18093
NGC5014        	 5.4192e+00	 5.8546e-02	 7.7642e-01	 5.9686e-02	-1.0044e+00	 1.1607e-02	 7.8780e+00	 1.4871e-01	           	           	 8.4033e+00	 7.3976e-02	-9.8811e+00	 1.0099e-01	 8.4083e+00	 5.3464e-02	NGC5014                 	197.87999	+36.28212
NGC5012        	 7.8213e+00	 2.8528e-02	 2.3407e-01	 2.4635e-02	-9.5200e-01	 1.8282e-02	 9.9296e+00	 3.9790e-02	           	           	 1.0612e+01	 7.8820e-02	-1.0063e+01	 1.0552e-01	           	           	NGC5012                 	197.90439	+22.91550
NGC5016        	 7.4479e+00	 3.9399e-02	 3.9144e-01	 4.0122e-02	-8.5405e-01	 3.5441e-02	 9.8962e+00	 3.0605e-02	-6.9702e-01	 1.2803e-01	 1.0366e+01	 7.5458e-02	-9.9233e+00	 9.4126e-02	 8.5928e+00	 2.7061e-02	NGC5016                 	198.02779	+24.09499
IC4213         	 6.6413e+00	 1.0569e-01	-1.6292e-01	 1.1203e-01	-1.1112e+00	 6.2427e-02	 9.1510e+00	 4.3999e-03	           	           	 9.0961e+00	 7.6134e-02	-9.9203e+00	 1.0050e-01	 8.2258e+00	 4.6271e-02	IC4213                  	198.04674	+35.66965
NGC5023        	 5.9919e+00	 1.3290e-01	-2.0883e-01	 1.5789e-01	-1.2135e+00	 1.1767e-01	 8.8696e+00	 5.2436e-02	           	           	 8.5628e+00	 7.2511e-02	-1.0082e+01	 1.0149e-01	 8.0979e+00	 4.4592e-02	NGC5023                 	198.04916	+44.03802
NGC5010        	 7.4567e+00	 8.2690e-03	 1.0355e+00	 8.7612e-03	-1.2303e+00	 4.7799e-03	           	           	           	           	 1.0429e+01	 1.2606e-01	-9.5614e+00	 2.1017e-01	 8.5603e+00	 3.8929e-02	NGC5010                 	198.10971	-15.79796
NGC5055        	 7.7620e+00	 2.3798e-02	 3.6206e-01	 3.0132e-02	-8.9428e-01	 1.2030e-02	 1.0175e+01	 5.2048e-02	-5.5368e-01	 1.3637e-01	 1.0733e+01	 6.3251e-02	-1.0401e+01	 1.4030e-01	 8.5704e+00	 4.4181e-02	NGC5055                 	198.95531	+42.02937
UGC08333       	 6.0556e+00	 3.7931e-01	-1.1467e-01	 3.4504e-01	-1.1570e+00	 1.6909e-01	 9.5162e+00	 2.1805e-02	           	           	 8.6808e+00	 1.0504e-01	-9.9663e+00	 1.1909e-01	 8.1552e+00	 1.1810e-01	UGC08333                	198.97408	+25.43615
UGC08412       	 4.8015e+00	 4.7683e-01	-1.1304e-01	 4.1342e-01	-1.3577e+00	 1.8528e-01	 8.2497e+00	 9.3355e-03	           	           	 8.2071e+00	 9.1076e-02	-1.0154e+01	 1.0310e-01	 7.9736e+00	 9.2406e-02	UGC08412                	200.71731	+35.15489
NGC5116        	 7.3583e+00	 4.7142e-02	 2.6884e-01	 5.1647e-02	-9.6704e-01	 2.3827e-02	 9.6113e+00	 2.6258e-02	           	           	 1.0249e+01	 6.4856e-02	-1.0176e+01	 9.1503e-02	 8.5119e+00	 5.0354e-02	NGC5116                 	200.73182	+26.98070
NGC5117        	 6.8765e+00	 1.1093e-01	 8.1262e-02	 1.1922e-01	-1.1243e+00	 6.9332e-02	 9.5845e+00	 3.1779e-03	           	           	 9.4727e+00	 7.4375e-02	-9.7447e+00	 8.3872e-02	 8.3175e+00	 5.6256e-02	NGC5117                 	200.73526	+28.31653
NGC5122        	 6.2993e+00	 2.7032e-01	 1.1274e-01	 3.0612e-01	-9.5698e-01	 1.3837e-01	           	           	           	           	 1.0429e+01	 1.1425e-01	           	           	           	           	NGC5122                 	201.06227	-10.65435
PGC046875      	 6.2284e+00	 2.8380e-01	 1.5912e-01	 3.2169e-01	-1.0782e+00	 1.4153e-01	 9.2270e+00	 4.7362e-02	           	           	 9.1966e+00	 1.4979e-01	           	           	           	           	PGC046875               	201.16292	-10.48889
NGC5145        	 7.6818e+00	 1.5672e-02	 8.1826e-01	 1.5998e-02	-9.6524e-01	 5.2225e-03	           	           	           	           	 1.0696e+01	 7.1568e-02	-9.8593e+00	 8.8184e-02	 8.6141e+00	 1.8696e-02	NGC5145                 	201.30796	+43.26732
NGC5128        	 8.9698e+00	 1.0695e-01	-1.2426e+00	 1.0066e-01	-7.2978e-01	 2.4916e-02	           	           	           	           	 1.0983e+01	 8.4599e-02	-1.1798e+01	 5.2393e-01	 8.6208e+00	 2.6684e-02	NGC5128                 	201.36506	-43.01911
NGC5147        	 7.0449e+00	 5.8887e-02	 4.3613e-01	 5.3838e-02	-1.0510e+00	 1.1990e-02	 9.4848e+00	 2.2945e-02	-1.2123e+00	 2.7641e-01	 9.5980e+00	 3.2143e-02	-9.4958e+00	 4.4442e-02	 8.3765e+00	 3.7768e-02	NGC5147                 	201.58219	+02.10075
NGC5240        	 7.1958e+00	 7.3730e-02	 1.0452e-01	 7.8237e-02	-9.9243e-01	 4.0018e-02	 9.5408e+00	 2.9920e-02	           	           	 1.0214e+01	 6.1195e-02	-1.0342e+01	 8.5221e-02	           	           	NGC5240                 	203.98000	+35.58825
IC0902         	 7.0841e+00	 5.1779e-02	 1.9152e-01	 5.5301e-02	-9.7645e-01	 2.5980e-02	 9.2269e+00	 5.0674e-02	           	           	 9.7690e+00	 7.5942e-02	-1.0436e+01	 2.0068e-01	 8.4319e+00	 5.0058e-02	IC0902                  	204.00505	+49.96072
NGC5236        	 7.4399e+00	 1.8619e-02	 8.6082e-01	 3.1566e-02	-1.0120e+00	 2.1441e-02	 1.0030e+01	 1.0088e-01	-3.1945e-01	 1.5300e-01	 1.0416e+01	 7.6763e-02	-9.6241e+00	 1.0373e-01	 8.5570e+00	 2.5391e-03	NGC5236                 	204.25383	-29.86576
NGC5248        	 7.3193e+00	 1.9667e-02	 5.7900e-01	 2.7727e-02	-9.1639e-01	 1.7275e-02	 9.7302e+00	 4.3751e-02	-6.2551e-01	 1.4054e-01	 1.0108e+01	 7.4728e-02	-9.8240e+00	 1.0264e-01	 8.5713e+00	 7.9846e-03	NGC5248                 	204.38362	+08.88506
UGC08630       	 6.6014e+00	 1.0692e-01	 3.6742e-01	 1.1001e-01	-1.2724e+00	 6.0492e-02	 9.4385e+00	 5.3321e-03	           	           	 9.3466e+00	 8.2763e-02	-9.6856e+00	 9.9768e-02	 8.2060e+00	 5.4765e-02	UGC08630                	204.60363	+33.11771
UGC08662       	 6.2020e+00	 2.1221e-01	 2.9713e-01	 2.4833e-01	-1.2716e+00	 1.2636e-01	 9.0695e+00	 1.4137e-02	           	           	 9.1143e+00	 8.4751e-02	-9.9735e+00	 1.1443e-01	 8.1608e+00	 3.1773e-02	UGC08662                	205.32189	+33.77261
NGC5273        	 5.6811e+00	 1.7971e-01	 9.3011e-01	 1.7188e-01	-1.1045e+00	 6.6072e-02	           	           	           	           	 1.0127e+01	 6.6334e-02	-1.1603e+01	 4.2486e-01	           	           	NGC5273                 	205.53494	+35.65424
UGC08693       	 7.0796e+00	 1.0779e-01	 2.5920e-03	 1.2102e-01	-9.7189e-01	 6.1497e-02	 9.6022e+00	 7.8306e-03	           	           	 9.7750e+00	 6.9196e-02	-1.0151e+01	 9.7485e-02	 8.3740e+00	 7.3140e-02	UGC08693                	206.11839	+35.19230
NGC5290        	 7.4159e+00	 3.6777e-02	 2.9660e-01	 3.2135e-02	-8.7002e-01	 1.5650e-02	 9.9703e+00	 8.6840e-02	           	           	 1.0768e+01	 8.0539e-02	-1.0955e+01	 1.2846e-01	           	           	NGC5290                 	206.32984	+41.71236
NGC5301        	 7.3511e+00	 3.0730e-02	 1.3768e-01	 2.7254e-02	-9.3306e-01	 2.1758e-02	 9.7150e+00	 3.7099e-02	-9.4327e-01	 1.8966e-01	 1.0072e+01	 6.4315e-02	-1.0145e+01	 9.1633e-02	 8.4762e+00	 5.2775e-02	NGC5301                 	206.60254	+46.10741
NGC5300        	 7.1940e+00	 4.4265e-02	-7.3328e-02	 4.2727e-02	-8.8617e-01	 3.3703e-02	 9.2926e+00	 3.3521e-02	-1.0671e+00	 2.6534e-01	 9.8167e+00	 6.4326e-02	-1.0014e+01	 7.3773e-02	 8.4656e+00	 5.2322e-02	NGC5300                 	207.06682	+03.95086
UGC08756       	 6.4742e+00	 9.9750e-02	 3.4944e-01	 1.0227e-01	-1.0131e+00	 5.1861e-02	 9.0801e+00	 2.4068e-01	           	           	 9.9182e+00	 5.5599e-02	-1.0901e+01	 1.6316e-01	           	           	UGC08756                	207.64961	+42.54122
NGC5334        	 7.8768e+00	 6.2853e-02	-2.9124e-01	 6.2806e-02	-8.4669e-01	 3.9272e-02	 1.0076e+01	 5.0676e-02	-1.2135e+00	 2.5468e-01	 1.0324e+01	 6.3053e-02	-1.0018e+01	 7.0916e-02	 8.4423e+00	 7.4986e-03	NGC5334                 	208.22693	-01.11461
NGC5350        	 7.4409e+00	 2.6504e-02	 3.3161e-01	 2.1211e-02	-6.3395e-01	 4.6041e-02	 9.8988e+00	 3.5543e-02	           	           	 1.0453e+01	 6.2489e-02	-1.0267e+01	 9.0912e-02	           	           	NGC5350                 	208.33993	+40.36396
NGC5338        	 5.6248e+00	 1.6014e-01	 4.6853e-01	 1.5988e-01	-1.0351e+00	 3.6336e-02	 8.1265e+00	 1.0761e-01	           	           	 8.9936e+00	 6.2955e-02	-1.1261e+01	 2.7979e-01	 8.4069e+00	 3.5053e-02	NGC5338                 	208.36063	+05.20776
NGC5355        	 5.8361e+00	 3.4570e-01	-9.1529e-02	 4.4184e-01	-9.6675e-01	 1.6729e-01	 9.9079e+00	 2.8967e-02	           	           	 1.0278e+01	 4.0342e-02	-1.1690e+01	 8.1190e-02	           	           	NGC5355                 	208.43987	+40.33868
NGC5358        	 6.1232e+00	 3.7722e-01	-7.3235e-02	 3.0453e-01	-9.0934e-01	 1.3564e-01	           	           	           	           	 1.0116e+01	 6.1837e-02	-1.1913e+01	 3.3847e-01	           	           	NGC5358                 	208.50176	+40.27732
NGC5348        	 6.7516e+00	 1.0338e-01	-3.9151e-01	 1.1157e-01	-9.3056e-01	 7.3354e-02	 9.1552e+00	 3.6542e-03	           	           	 9.1813e+00	 7.3606e-02	-1.0195e+01	 9.5803e-02	           	           	NGC5348                 	208.54689	+05.22720
NGC5356        	 7.0631e+00	 5.0764e-02	-1.2907e-01	 5.0701e-02	-8.1471e-01	 2.9966e-02	 8.9674e+00	 9.3466e-02	-7.5494e-01	 2.2355e-01	 9.9301e+00	 6.6543e-02	-1.1159e+01	 2.6897e-01	           	           	NGC5356                 	208.74342	+05.33361
NGC5360        	 6.2447e+00	 1.8397e-01	 1.6937e-01	 2.4659e-01	-9.3630e-01	 1.2172e-01	 8.6608e+00	 1.2369e-01	           	           	 9.4799e+00	 6.1997e-02	-1.1189e+01	 2.6391e-01	 8.3700e+00	 5.1842e-02	NGC5360                 	208.91116	+04.98475
NGC5363        	 7.8124e+00	 9.1897e-02	 3.2084e-01	 8.1107e-02	-8.9366e-01	 9.4245e-02	 1.1365e+01	 2.4165e-01	           	           	 1.2033e+01	 2.8768e-02	-1.1075e+01	 6.0698e-01	           	           	NGC5363                 	209.03018	+05.25470
NGC5364        	 7.3516e+00	 3.6690e-02	 2.4446e-01	 5.1091e-02	-8.7801e-01	 3.3129e-02	 9.6629e+00	 6.3216e-03	-1.3678e+00	 2.0182e-01	 1.0142e+01	 8.2274e-02	-1.0135e+01	 1.2594e-01	           	           	NGC5364                 	209.05002	+05.01446
UGC08857       	 5.7043e+00	 1.9733e-01	 3.9808e-01	 2.1556e-01	-1.2050e+00	 1.1922e-01	           	           	           	           	 8.7848e+00	 8.8025e-02	-1.0544e+01	 2.8125e-01	 8.2641e+00	 5.6864e-02	UGC08857                	209.11091	+04.39669
NGC5398        	 6.0576e+00	 9.9799e-02	 3.1712e-01	 1.0137e-01	-1.2701e+00	 5.4067e-02	 8.7079e+00	 1.4405e-02	           	           	 8.5965e+00	 9.2772e-02	-9.4916e+00	 9.7171e-02	 8.1563e+00	 6.4021e-02	NGC5398                 	210.33981	-33.06378
NGC5457        	 7.7737e+00	 4.8072e-02	 2.0632e-01	 5.1530e-02	-8.9754e-01	 1.5583e-02	 1.0345e+01	 3.2383e-02	-7.8597e-01	 1.2699e-01	 1.0194e+01	 5.6098e-02	-9.5194e+00	 6.0398e-02	 8.4303e+00	 1.0310e-02	NGC5457                 	210.80243	+54.34875
NGC5408        	 5.0579e+00	 2.0960e-01	 1.0376e+00	 2.0548e-01	-1.4109e+00	 1.1575e-01	 8.7486e+00	 2.6561e-03	           	           	 8.2752e+00	 1.2459e-01	-1.0051e+01	 6.6318e-01	           	           	NGC5408                 	210.83711	-41.37771
NGC5474        	 6.4269e+00	 9.6032e-02	-7.9097e-02	 8.7409e-02	-1.0657e+00	 6.3806e-02	 9.1069e+00	 6.4489e-02	           	           	 9.0189e+00	 4.4643e-02	-9.8484e+00	 9.5078e-02	 8.2355e+00	 2.2229e-02	NGC5474                 	211.25670	+53.66221
NGC5477        	 5.0276e+00	 2.3749e-01	 3.1801e-01	 2.3097e-01	-1.5886e+00	 1.4578e-01	 8.9029e+00	 7.7403e-03	           	           	 7.7832e+00	 8.4564e-02	-9.3994e+00	 9.0222e-02	 7.8469e+00	 5.5376e-02	NGC5477                 	211.38882	+54.46051
SDSSJ140638.13 	 6.0659e+00	 1.9411e-01	 1.6248e-01	 2.3495e-01	-1.0510e+00	 1.2532e-01	           	           	           	           	 9.0646e+00	 1.1180e-01	-1.0323e+01	 1.3914e-01	           	           	SDSS J140638.13+545947.4	211.65888	+54.99652
NGC5481        	 5.2119e+00	 1.0332e-01	 1.6644e+00	 9.2842e-02	-1.9549e+00	 2.0930e-01	           	           	           	           	 1.0521e+01	 4.6014e-02	           	           	           	           	NGC5481                 	211.67196	+50.72329
NGC5485        	 6.3930e+00	 2.2221e-01	 1.2707e-01	 2.0431e-01	-6.7766e-01	 1.1702e-01	           	           	           	           	 1.0780e+01	 7.6033e-02	-1.2491e+01	 3.0298e-01	           	           	NGC5485                 	211.79713	+55.00152
NGC5486        	 6.9272e+00	 1.0339e-01	 1.5245e-01	 1.1079e-01	-1.2419e+00	 5.5752e-02	           	           	           	           	 9.4722e+00	 9.0411e-02	-9.6054e+00	 9.9737e-02	 8.2561e+00	 3.3555e-02	NGC5486                 	211.85428	+55.10292
IC0976         	 5.4658e+00	 3.6816e-01	 8.0600e-02	 4.0855e-01	-9.4689e-01	 1.7159e-01	           	           	           	           	 9.8109e+00	 2.1870e-02	-1.2352e+01	 2.3775e-01	           	           	IC0976                  	212.18035	-01.16163
ESO097-013     	 7.0694e+00	 5.4805e-02	 8.1046e-01	 5.5633e-02	-9.8277e-01	 6.7314e-02	 9.9221e+00	 8.3513e-02	-3.8875e-01	 1.5096e-01	 1.0290e+01	 1.3864e-01	-9.2030e+00	 2.4540e-01	 8.3179e+00	 4.5048e-02	ESO097-013              	213.29127	-65.33902
NGC5507        	 5.9722e+00	 5.1464e-02	 1.4322e+00	 5.2502e-02	-1.8800e+00	 2.6813e-01	 9.9282e+00	 1.4327e-01	           	           	 1.0708e+01	 3.5413e-02	-1.2816e+01	 5.0425e-01	           	           	NGC5507                 	213.33282	-03.14886
NGC5529        	 8.1967e+00	 7.2343e-02	-7.9311e-02	 9.7898e-02	-9.1602e-01	 5.1793e-02	 1.0463e+01	 6.1001e-02	           	           	 1.1112e+01	 5.2899e-02	-1.0662e+01	 8.3031e-02	           	           	NGC5529                 	213.89261	+36.22698
NGC5560        	 6.6540e+00	 5.2440e-02	 5.5584e-01	 5.0274e-02	-9.4898e-01	 2.9414e-02	 9.1739e+00	 6.5271e-02	-6.1204e-01	 1.7229e-01	 9.8437e+00	 7.4507e-02	-1.0195e+01	 1.0179e-01	 8.4948e+00	 4.5883e-02	NGC5560                 	215.01874	+03.99265
NGC5569        	 6.6540e+00	 1.6369e-01	-4.4728e-01	 2.1925e-01	-1.0247e+00	 1.1866e-01	 8.9450e+00	 5.6566e-03	           	           	 9.1429e+00	 8.8032e-02	-1.0172e+01	 1.1317e-01	 8.3341e+00	 5.5145e-02	NGC5569                 	215.13399	+03.98318
